turn,q_index,lang,lang_id,rule_desc,input,target,pred,ce_query,conf_context,zslow_rule_l1,zslow_think_l1,zlang_norm,mem_items,timestamp
351,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,354,2025-10-17T13:19:15
352,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,355,2025-10-17T13:19:16
352,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,355,2025-10-17T13:19:16
353,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,356,2025-10-17T13:19:16
353,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,356,2025-10-17T13:19:16
354,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,357,2025-10-17T13:19:16
354,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,357,2025-10-17T13:19:16
355,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,358,2025-10-17T13:19:16
355,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,358,2025-10-17T13:19:16
356,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,359,2025-10-17T13:19:16
356,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,359,2025-10-17T13:19:16
357,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,360,2025-10-17T13:19:16
357,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,360,2025-10-17T13:19:16
358,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,361,2025-10-17T13:19:16
358,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,361,2025-10-17T13:19:16
359,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,362,2025-10-17T13:19:16
359,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,362,2025-10-17T13:19:16
360,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,363,2025-10-17T13:19:16
360,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,363,2025-10-17T13:19:16
361,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,364,2025-10-17T13:19:16
361,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,364,2025-10-17T13:19:16
362,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,365,2025-10-17T13:19:16
362,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,365,2025-10-17T13:19:16
363,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,366,2025-10-17T13:19:16
363,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,366,2025-10-17T13:19:16
364,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,367,2025-10-17T13:19:17
364,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,367,2025-10-17T13:19:17
365,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,368,2025-10-17T13:19:17
365,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,368,2025-10-17T13:19:17
366,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,369,2025-10-17T13:19:17
366,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,369,2025-10-17T13:19:17
367,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,370,2025-10-17T13:19:17
367,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,370,2025-10-17T13:19:17
368,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,371,2025-10-17T13:19:17
368,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,371,2025-10-17T13:19:17
369,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,372,2025-10-17T13:19:17
369,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,372,2025-10-17T13:19:17
370,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,373,2025-10-17T13:19:17
370,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,373,2025-10-17T13:19:17
371,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,374,2025-10-17T13:19:17
371,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,374,2025-10-17T13:19:17
372,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,375,2025-10-17T13:19:17
372,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,375,2025-10-17T13:19:17
373,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,376,2025-10-17T13:19:17
373,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,376,2025-10-17T13:19:17
374,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,377,2025-10-17T13:19:17
374,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,377,2025-10-17T13:19:17
375,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,378,2025-10-17T13:19:17
375,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,378,2025-10-17T13:19:17
376,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,379,2025-10-17T13:19:18
376,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,379,2025-10-17T13:19:18
377,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,380,2025-10-17T13:19:18
377,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,380,2025-10-17T13:19:18
378,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,381,2025-10-17T13:19:18
378,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,381,2025-10-17T13:19:18
379,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,382,2025-10-17T13:19:18
379,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,382,2025-10-17T13:19:18
380,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,383,2025-10-17T13:19:18
380,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,383,2025-10-17T13:19:18
381,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,384,2025-10-17T13:19:18
381,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,384,2025-10-17T13:19:18
382,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,385,2025-10-17T13:19:18
382,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,385,2025-10-17T13:19:18
383,0,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,vector field gamma delta,XGEVQT hkgnf icooc FGNVC,VECToR fIeLD gaMoa DELTA,2.4943,0.381,4.0776,7.8918,10.8949,386,2025-10-17T13:19:18
383,1,en,1,en: caesar shift by 2 then toggle ASCII case every 3 tokens,alpha beta gamma delta,CNRJC dgvc icooc FGNVC,ALPHa beta gappA DELTa,2.4943,0.381,4.0776,7.8918,10.8949,386,2025-10-17T13:19:18
384,0,base,0,base: add << >> then sort numeric tokens descending,memory 9 0 3 3,<<memory 9 3 0 3>>,ogo      0    ,2.7224,0.3722,3.7816,7.5752,11.5183,387,2025-10-17T13:19:18
384,1,base,0,base: add << >> then sort numeric tokens descending,signal 4 4 9 7,<<signal 9 4 4 7>>,[ i      4    ,2.7224,0.3722,3.7816,7.5752,11.5183,387,2025-10-17T13:19:18
385,0,en,1,en: append #index (1-based) to each token,gather labeled events nightly,gather#1 labeled#2 events#3 nightly#4,idvjgu nddgngd gvgpvu p ijvna],4.7287,0.2766,3.4768,7.1612,10.8949,388,2025-10-17T13:19:18
385,1,en,1,en: append #index (1-based) to each token,render summary table view,render#1 summary#2 table#3 view#4,u[pdgu uuoodub vdbng vlgw]]]]]],4.7287,0.2766,3.4768,7.1612,10.8949,388,2025-10-17T13:19:18
386,0,en,1,en: build acronym and append token count,neural task alignment process,NTAP (4),[[UTAE  Au  AnII EEOT sTOEEuu],4.3471,0.3009,4.6212,9.2944,10.8949,389,2025-10-17T13:19:18
386,1,en,1,en: build acronym and append token count,secure channel handshake sequence,SCHS (4),[EEUTE E A OEn HAODUHAEE SETUEEEE],4.3471,0.3009,4.6212,9.2944,10.8949,389,2025-10-17T13:19:18
387,0,base,0,base: evaluate arithmetic expression,calc(9*(4+3)),63,41443  ,3.4536,0.3473,4.4917,9.246,11.5183,390,2025-10-17T13:19:18
387,1,base,0,base: evaluate arithmetic expression,120/(4+6),120/(4+6),111 ,3.4536,0.3473,4.4917,9.246,11.5183,390,2025-10-17T13:19:18
388,0,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 9,sum=81,sumsq 9,3.6928,0.3286,4.1103,7.1899,11.5183,391,2025-10-17T13:19:19
388,1,base,0,base: sumsq -> output sum of squares as sum=VALUE,sumsq 2 3 6 1,sum=50,sumsq 2 3 6 1,3.6928,0.3286,4.1103,7.1899,11.5183,391,2025-10-17T13:19:19
389,0,base,0,base: factorial -> return n!,fact 7,5040,f0f,2.4615,0.3635,6.5088,8.3265,11.5183,392,2025-10-17T13:19:19
389,1,base,0,base: factorial -> return n!,fact 2,2,f0fv 2,2.4615,0.3635,6.5088,8.3265,11.5183,392,2025-10-17T13:19:19
390,0,base,0,base: range -> output span between max and min,range 100 60 80,span=40,(0nig 100060080,4.1893,0.3,5.7958,8.2423,11.5183,393,2025-10-17T13:19:19
390,1,base,0,base: range -> output span between max and min,range -3 -7 -1,span=6,(0nig -3 -7 -1,4.1893,0.3,5.7958,8.2423,11.5183,393,2025-10-17T13:19:19
391,0,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,연구 자 들 은 회의 에서 계획 을 공유 했다,연구 자 들 «은» 회의 «에서» 계획 «을» 공유 했다요,구 자 볤츘계썄찄,5.0286,0.2615,9.2188,14.9556,11.4583,394,2025-10-17T13:19:19
391,1,ko,2,ko: 강조된 조사 후 문장 끝에 요 추가,엔지니어 가 새로운 기능 을 배포 했다,엔지니어 «가» 새로운 기능 «을» 배포 했다요,[간됼찄 배,5.0286,0.2615,9.2188,14.9556,11.4583,394,2025-10-17T13:19:19
392,0,ko,2,ko: 날짜를 ISO 형태로 변환,점검 2021년 7월 21일 완료,점검 2021-07-21 완료,점겙 2021-02-22 확인  ,1.2962,0.4059,8.8508,14.917,11.4583,395,2025-10-17T13:19:19
392,1,ko,2,ko: 날짜를 ISO 형태로 변환,데모 2020.11.30 준비,데모 2020-11-30 준비,데모 2020-11-30 요,1.2962,0.4059,8.8508,14.917,11.4583,395,2025-10-17T13:19:19
393,0,ko,2,ko: 숫자를 괄호로 감싸기,라운드 9 에서 2 득점,라운드 【9】 에서 【2】 득점,홓]]]]]]]]]]]]]]]]]]]]]])]]])]]]]])]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],4.6941,0.276,10.7169,18.1463,11.4583,396,2025-10-17T13:19:19
393,1,ko,2,ko: 숫자를 괄호로 감싸기,피드백 6 건 5 처리,피드백 【6】 건 【5】 처리,[[볜   리,4.6941,0.276,10.7169,18.1463,11.4583,396,2025-10-17T13:19:19
394,0,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,환경 설정 매뉴얼 검토,검토 매뉴얼 설정 환경 입니다,[ꬊ섋 )]])))]]]),4.4236,0.3015,11.4657,19.8226,11.4583,397,2025-10-17T13:19:19
394,1,ko,2,ko: 토큰 순서를 뒤집고 마지막에 입니다 추가,학습 파이프라인 재구성,재구성 파이프라인 학습 입니다,< 밼]]),4.4236,0.3015,11.4657,19.8226,11.4583,397,2025-10-17T13:19:19
395,0,ja,3,ja: ひらがな を カタカナ に 変換,ほうこく を まとめる,ホウコク ヲ マトメル,アゆコク ヲ ゞエヂル,1.2995,0.4484,8.6864,14.8309,11.3929,398,2025-10-17T13:19:19
395,1,ja,3,ja: ひらがな を カタカナ に 変換,れんしゅう を つづける,レンシュウ ヲ ツヅケル,ガンシワエ ヲ イもケル,1.2995,0.4484,8.6864,14.8309,11.3929,398,2025-10-17T13:19:19
396,0,ja,3,ja: カタカナ を ひらがな に 変換,モデル ガ スタート,もでる が すたーと,ぢでに ガ タぼぁ,1.7198,0.4123,6.523,12.5118,11.3929,399,2025-10-17T13:19:19
396,1,ja,3,ja: カタカナ を ひらがな に 変換,プラン を コンファーム,ぷらん を こんふぁーむ,しぼぁ を めっぁめぼム,1.7198,0.4123,6.523,12.5118,11.3929,399,2025-10-17T13:19:19
397,0,ja,3,ja: 半角数字 を 全角 に,進捗 88 99,進捗 ８８ ９９,ゲ㍗  .)〚))))))))))))))),3.9518,0.2718,6.4096,13.1803,11.3929,400,2025-10-17T13:19:19
397,1,ja,3,ja: 半角数字 を 全角 に,チェック 321,チェック ３２１,もェヂク 21ェ.。))ェも㧂)もももももももも,3.9518,0.2718,6.4096,13.1803,11.3929,400,2025-10-17T13:19:19
398,0,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,배포 schedule final 확정,확정 FINAL SCHEDULE 배포,[[               )]]))),4.7734,0.2763,9.0079,18.1621,11.4583,401,2025-10-17T13:19:19
398,1,ko,2,ko:en mix - reverse tokens and uppercase ASCII tokens,사용자 feedback queue 정리,정리 QUEUE FEEDBACK 사용자,[[         ],4.7734,0.2763,9.0079,18.1621,11.4583,401,2025-10-17T13:19:19
399,0,base,0,base: sort tokens by length ascending,agent plan code spec,plan code spec agent,cia  e    ee  aeu ae,2.9406,0.3598,7.8984,16.4174,11.5183,402,2025-10-17T13:19:19
399,1,base,0,base: sort tokens by length ascending,shift align scale move,move shift align scale,[   ee   i euee ie    ,2.9406,0.3598,7.8984,16.4174,11.5183,402,2025-10-17T13:19:19
400,0,en,1,en: keep tokens containing at least two vowels,vivid aurora covers entire horizon,vivid aurora covers entire horizon,vivid aurora eovers entire horibon,0.3014,0.4384,4.6891,8.8538,10.8949,403,2025-10-17T13:19:19
400,1,en,1,en: keep tokens containing at least two vowels,shallow river carries smooth pebbles,shallow river carries smooth pebbles,shallow river earries smooth rebbles,0.3014,0.4384,4.6891,8.8538,10.8949,403,2025-10-17T13:19:19
401,0,en,1,en: reverse tokens then uppercase every 2nd token,hidden lantern guides travelers,TRAVELERS guides LANTERN hidden,[[nnE       u       u  u  EnEuu]]],3.7936,0.3266,4.5161,10.4673,10.8949,404,2025-10-17T13:19:20
401,1,en,1,en: reverse tokens then uppercase every 2nd token,autumn breeze wakes valley,VALLEY wakes BREEZE autumn,[[v     uu b      u       ]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],3.7936,0.3266,4.5161,10.4673,10.8949,404,2025-10-17T13:19:20
402,0,en,1,en: dedupe tokens then wrap digits with [],memory 8 pulse 8 pulse,memory [8] pulse,memoub 8 runse 8 rulue,2.9901,0.3604,3.2422,7.4321,10.8949,405,2025-10-17T13:19:20
402,1,en,1,en: dedupe tokens then wrap digits with [],matrix 1 1 1 reboot,matrix [1] reboot,oattix   1 1 reboot,2.9901,0.3604,3.2422,7.4321,10.8949,405,2025-10-17T13:19:20
